,Year,Country,Fatal,Decade
842,2011,AUSTRALIA,N,2010.0
843,2011,USA,N,2010.0
844,2011,PAPUA NEW GUINEA,N,2010.0
845,2011,BRAZIL,N,2010.0
846,2011,REUNION,N,2010.0
847,2011,USA,N,2010.0
848,2011,SCOTLAND,N,2010.0
849,2011,SOUTH AFRICA,N,2010.0
850,2011,AUSTRALIA,Y,2010.0
851,2011,USA,N,2010.0
852,2011,AUSTRALIA,N,2010.0
853,2011,USA,N,2010.0
854,2011,USA,N,2010.0
855,2011,AUSTRALIA,Y,2010.0
856,2011,REUNION,N,2010.0
857,2011,USA,N,2010.0
858,2011,USA,N,2010.0
860,2011,DOMINICAN REPUBLIC,N,2010.0
861,2011,SOUTH AFRICA,N,2010.0
862,2011,USA,N,2010.0
863,2011,USA,N,2010.0
864,2011,USA,N,2010.0
865,2011,REUNION,Y,2010.0
866,2011,KENYA,Y,2010.0
867,2011,USA,N,2010.0
868,2011,USA,N,2010.0
869,2011,PAPUA NEW GUINEA,N,2010.0
870,2011,USA,N,2010.0
871,2011,AUSTRALIA,Y,2010.0
872,2011,USA,N,2010.0
873,2011,USA,N,2010.0
875,2011,USA,N,2010.0
876,2011,RUSSIA,N,2010.0
877,2011,USA,N,2010.0
878,2011,USA,N,2010.0
879,2011,SOUTH AFRICA,Y,2010.0
880,2011,RUSSIA,N,2010.0
881,2011,USA,N,2010.0
883,2011,RUSSIA,N,2010.0
884,2011,FRENCH POLYNESIA,N,2010.0
885,2011,USA,N,2010.0
886,2011,SEYCHELLES,Y,2010.0
887,2011,USA,N,2010.0
888,2011,USA,N,2010.0
889,2011,SEYCHELLES,Y,2010.0
891,2011,PHILIPPINES,N,2010.0
892,2011,USA,N,2010.0
893,2011,SOUTH AFRICA,N,2010.0
894,2011,USA,N,2010.0
895,2011,REUNION,N,2010.0
896,2011,USA,N,2010.0
897,2011,BAHAMAS,N,2010.0
898,2011,USA,N,2010.0
899,2011,USA,N,2010.0
900,2011,REUNION,N,2010.0
901,2011,COLUMBIA,N,2010.0
902,2011,TURKS & CAICOS,N,2010.0
903,2011,BRAZIL,N,2010.0
904,2011,SOUTH AFRICA,N,2010.0
905,2011,USA,N,2010.0
906,2011,USA,N,2010.0
907,2011,USA,N,2010.0
908,2011,TURKS & CAICOS,N,2010.0
909,2011,COSTA RICA,Y,2010.0
910,2011,REUNION,Y,2010.0
911,2011,UNITED KINGDOM,N,2010.0
912,2011,USA,N,2010.0
913,2011,COLUMBIA,N,2010.0
914,2011,USA,N,2010.0
915,2011,USA,N,2010.0
916,2011,MALAYSIA,N,2010.0
917,2011,USA,N,2010.0
918,2011,SOUTH AFRICA,N,2010.0
919,2011,USA,N,2010.0
920,2011,USA,N,2010.0
921,2011,SOUTH AFRICA,Y,2010.0
922,2011,USA,N,2010.0
923,2011,NEW CALEDONIA,Y,2010.0
924,2011,USA,N,2010.0
925,2011,USA,N,2010.0
927,2011,SOUTH AFRICA,N,2010.0
928,2011,USA,N,2010.0
929,2011,AUSTRALIA,N,2010.0
930,2011,USA,N,2010.0
931,2011,NEW ZEALAND,N,2010.0
932,2011,INDONESIA,N,2010.0
933,2011,FIJI,N,2010.0
934,2011,USA,N,2010.0
935,2011,MEXICO,N,2010.0
936,2011,AUSTRALIA,N,2010.0
937,2011,MEXICO,N,2010.0
938,2011,FIJI,N,2010.0
939,2011,AUSTRALIA,N,2010.0
941,2011,AUSTRALIA,N,2010.0
942,2011,AUSTRALIA,N,2010.0
943,2011,NEW CALEDONIA,N,2010.0
944,2011,REUNION,N,2010.0
945,2011,AUSTRALIA,Y,2010.0
946,2011,AUSTRALIA,N,2010.0
947,2011,AUSTRALIA,N,2010.0
948,2011,MEXICO,N,2010.0
949,2011,SOUTH AFRICA,N,2010.0
950,2011,MEXICO,N,2010.0
951,2011,MEXICO,N,2010.0
952,2011,BAHAMAS,N,2010.0
954,2011,SOUTH AFRICA,Y,2010.0
955,2011,MEXICO,N,2010.0
956,2011,AUSTRALIA,N,2010.0
957,2010,USA,N,2010.0
958,2010,FIJI,N,2010.0
959,2010,USA,N,2010.0
960,2010,EGYPT,Y,2010.0
961,2010,INDONESIA,N,2010.0
962,2010,EGYPT,N,2010.0
963,2010,EGYPT,N,2010.0
964,2010,EGYPT,N,2010.0
965,2010,EGYPT,N,2010.0
966,2010,SAMOA,N,2010.0
968,2010,USA,N,2010.0
969,2010,DOMINICAN REPUBLIC,Y,2010.0
970,2010,INDONESIA,N,2010.0
971,2010,AUSTRALIA,N,2010.0
972,2010,AUSTRALIA,N,2010.0
973,2010,AUSTRALIA,N,2010.0
974,2010,USA,N,2010.0
975,2010,AZORES,N,2010.0
976,2010,USA,N,2010.0
977,2010,AUSTRALIA,N,2010.0
978,2010,USA,Y,2010.0
979,2010,EGYPT,N,2010.0
980,2010,AUSTRALIA,N,2010.0
981,2010,BAHAMAS,N,2010.0
982,2010,BAHAMAS,N,2010.0
983,2010,SOUTH AFRICA,N,2010.0
984,2010,USA,N,2010.0
985,2010,USA,N,2010.0
986,2010,SOUTH AFRICA,Y,2010.0
987,2010,AUSTRALIA,N,2010.0
988,2010,USA,N,2010.0
989,2010,TONGA,N,2010.0
990,2010,USA,N,2010.0
991,2010,USA,N,2010.0
992,2010,USA,N,2010.0
993,2010,SOLOMON ISLANDS,N,2010.0
995,2010,USA,N,2010.0
996,2010,AUSTRALIA,Y,2010.0
997,2010,USA,N,2010.0
998,2010,AUSTRALIA,N,2010.0
999,2010,SOUTH KOREA,N,2010.0
1000,2010,AUSTRALIA,N,2010.0
1001,2010,USA,N,2010.0
1002,2010,MALTA,N,2010.0
1004,2010,USA,N,2010.0
1005,2010,USA,N,2010.0
1006,2010,USA,N,2010.0
1007,2010,USA,N,2010.0
1008,2010,USA,N,2010.0
1009,2010,USA,N,2010.0
1010,2010,USA,N,2010.0
1011,2010,SPAIN,N,2010.0
1012,2010,USA,N,2010.0
1013,2010,USA,N,2010.0
1014,2010,SOUTH AFRICA,N,2010.0
1015,2010,USA,N,2010.0
1016,2010,USA,N,2010.0
1017,2010,USA,N,2010.0
1018,2010,USA,N,2010.0
1019,2010,USA,N,2010.0
1020,2010,USA,N,2010.0
1021,2010,VIETNAM,N,2010.0
1022,2010,USA,N,2010.0
1023,2010,AUSTRALIA,N,2010.0
1024,2010,USA,N,2010.0
1025,2010,USA,N,2010.0
1026,2010,VIETNAM,N,2010.0
1027,2010,VIETNAM,N,2010.0
1028,2010,AUSTRALIA,N,2010.0
1029,2010,MADAGASCAR,N,2010.0
1030,2010,USA,N,2010.0
1031,2010,USA,N,2010.0
1032,2010,USA,N,2010.0
1033,2010,SOUTH AFRICA,N,2010.0
1034,2010,EGYPT,N,2010.0
1035,2010,REUNION,N,2010.0
1036,2010,NEW ZEALAND,N,2010.0
1037,2010,SOUTH AFRICA,N,2010.0
1038,2010,FIJI,Y,2010.0
1039,2010,AUSTRALIA,N,2010.0
1040,2010,AUSTRALIA,N,2010.0
1041,2010,NEW ZEALAND,N,2010.0
1042,2010,AUSTRALIA,N,2010.0
1043,2010,USA,N,2010.0
1045,2010,USA,Y,2010.0
1046,2010,NEW ZEALAND,N,2010.0
1047,2010,BRAZIL,N,2010.0
1048,2010,AUSTRALIA,N,2010.0
1049,2010,UNITED ARAB EMIRATES,N,2010.0
1050,2010,AUSTRALIA,N,2010.0
1051,2010,SOUTH AFRICA,Y,2010.0
1052,2010,AUSTRALIA,N,2010.0
1053,2010,VIETNAM,N,2010.0
1054,2010,VIETNAM,N,2010.0
1055,2010,VIETNAM,N,2010.0
1056,2010,USA,N,2010.0
1057,2010,SOUTH AFRICA,N,2010.0
1058,2009,SOUTH AFRICA,N,2000.0
1059,2009,AUSTRALIA,N,2000.0
1060,2009,MOZAMBIQUE,N,2000.0
1061,2009,AUSTRALIA,N,2000.0
1062,2009,AUSTRALIA,N,2000.0
1063,2009,SOUTH AFRICA,Y,2000.0
1065,2009,NEW ZEALAND,Y,2000.0
1066,2009,AUSTRALIA,N,2000.0
1067,2009,AUSTRALIA,N,2000.0
1068,2009,USA,N,2000.0
1070,2009,USA,N,2000.0
1071,2009,USA,N,2000.0
1072,2009,USA,N,2000.0
1073,2009,USA,N,2000.0
1074,2009,USA,N,2000.0
1075,2009,AUSTRALIA,N,2000.0
1076,2009,USA,N,2000.0
1077,2009,AUSTRALIA,N,2000.0
1078,2009,MOZAMBIQUE,N,2000.0
1079,2009,AUSTRALIA,N,2000.0
1080,2009,USA,N,2000.0
1081,2009,USA,N,2000.0
1082,2009,PANAMA,N,2000.0
1083,2009,SCOTLAND,N,2000.0
1084,2009,AUSTRALIA,N,2000.0
1085,2009,USA,N,2000.0
1086,2009,UNITED KINGDOM,N,2000.0
1087,2009,USA,N,2000.0
1088,2009,VIETNAM,N,2000.0
1089,2009,SOMALIA,N,2000.0
1090,2009,BRAZIL,Y,2000.0
1091,2009,USA,Y,2000.0
1092,2009,BRAZIL,Y,2000.0
1094,2009,SOLOMON ISLANDS,N,2000.0
1095,2009,USA,N,2000.0
1096,2009,SOUTH AFRICA,Y,2000.0
1097,2009,USA,N,2000.0
1098,2009,SOUTH AFRICA,N,2000.0
1099,2009,USA,N,2000.0
1100,2009,USA,N,2000.0
1101,2009,USA,N,2000.0
1102,2009,BAHAMAS,N,2000.0
1103,2009,AUSTRALIA,N,2000.0
1104,2009,VIETNAM,N,2000.0
1105,2009,KENYA,Y,2000.0
1106,2009,USA,N,2000.0
1108,2009,USA,N,2000.0
1109,2009,USA,N,2000.0
1110,2009,VIETNAM,N,2000.0
1111,2009,BAHAMAS,N,2000.0
1112,2009,USA,N,2000.0
1113,2009,SOUTH AFRICA,N,2000.0
1114,2009,USA,N,2000.0
1115,2009,USA,N,2000.0
1116,2009,AUSTRALIA,N,2000.0
1119,2009,VIETNAM,N,2000.0
1120,2009,EGYPT,N,2000.0
1121,2009,EGYPT,N,2000.0
1122,2009,EGYPT,Y,2000.0
1123,2009,TAIWAN,N,2000.0
1124,2009,USA,N,2000.0
1125,2009,USA,N,2000.0
1126,2009,USA,N,2000.0
1127,2009,USA,N,2000.0
1128,2009,GUAM,N,2000.0
1129,2009,BAHAMAS,N,2000.0
1130,2009,USA,N,2000.0
1131,2009,USA,N,2000.0
1132,2009,USA,N,2000.0
1133,2009,PHILIPPINES,N,2000.0
1134,2009,USA,N,2000.0
1135,2009,USA,N,2000.0
1137,2009,AUSTRALIA,N,2000.0
1139,2009,USA,N,2000.0
1140,2009,USA,N,2000.0
1141,2009,SOUTH AFRICA,N,2000.0
1142,2009,SOUTH AFRICA,Y,2000.0
1143,2009,AUSTRALIA,N,2000.0
1144,2009,AUSTRALIA,N,2000.0
1145,2009,AUSTRALIA,N,2000.0
1146,2009,USA,N,2000.0
1147,2009,MALAYSIA,N,2000.0
1148,2009,USA,N,2000.0
1149,2009,AUSTRALIA,N,2000.0
1150,2009,NEW CALEDONIA,Y,2000.0
1151,2009,SOUTH AFRICA,N,2000.0
1152,2009,NEW ZEALAND,N,2000.0
1153,2009,AUSTRALIA,N,2000.0
1154,2009,AUSTRALIA,N,2000.0
1155,2009,AUSTRALIA,N,2000.0
1156,2009,AUSTRALIA,N,2000.0
1157,2009,AUSTRALIA,N,2000.0
1158,2009,USA,Y,2000.0
1159,2009,AUSTRALIA,N,2000.0
1160,2009,AUSTRALIA,N,2000.0
1161,2009,AZORES,N,2000.0
1163,2009,CUBA,N,2000.0
1164,2009,NEW ZEALAND,N,2000.0
1165,2009,AUSTRALIA,N,2000.0
1166,2009,SOUTH AFRICA,Y,2000.0
1168,2009,AUSTRALIA,N,2000.0
1169,2009,NEW ZEALAND,N,2000.0
1170,2009,SOUTH AFRICA,Y,2000.0
1171,2009,AUSTRALIA,N,2000.0
1172,2009,AUSTRALIA,N,2000.0
1173,2009,AUSTRALIA,N,2000.0
1174,2009,NEW ZEALAND,N,2000.0
1175,2009,ECUADOR,N,2000.0
1176,2009,NEW ZEALAND,N,2000.0
1177,2009,CUBA,N,2000.0
1179,2008,AUSTRALIA,N,2000.0
1180,2008,AUSTRALIA,N,2000.0
1181,2008,AUSTRALIA,N,2000.0
1182,2008,AUSTRALIA,Y,2000.0
1183,2008,USA,N,2000.0
1184,2008,NEW ZEALAND,N,2000.0
1185,2008,SOUTH AFRICA,N,2000.0
1186,2008,AUSTRALIA,N,2000.0
1187,2008,MOZAMBIQUE,Y,2000.0
1188,2008,EGYPT,N,2000.0
1189,2008,PHILIPPINES,N,2000.0
1190,2008,ECUADOR,N,2000.0
1191,2008,AUSTRALIA,N,2000.0
1192,2008,TAIWAN,Y,2000.0
1193,2008,PHILIPPINES,Y,2000.0
1194,2008,AUSTRALIA,N,2000.0
1195,2008,NEW CALEDONIA,N,2000.0
1196,2008,AUSTRALIA,N,2000.0
1197,2008,AUSTRALIA,N,2000.0
1198,2008,USA,N,2000.0
1199,2008,CROATIA,N,2000.0
1200,2008,USA,N,2000.0
1201,2008,USA,N,2000.0
1202,2008,AUSTRALIA,N,2000.0
1203,2008,USA,N,2000.0
1204,2008,USA,N,2000.0
1205,2008,USA,N,2000.0
1206,2008,AUSTRALIA,N,2000.0
1207,2008,USA,N,2000.0
1208,2008,USA,N,2000.0
1209,2008,USA,N,2000.0
1210,2008,USA,N,2000.0
1211,2008,AUSTRALIA,N,2000.0
1213,2008,ENGLAND,N,2000.0
1214,2008,USA,N,2000.0
1215,2008,USA,N,2000.0
1216,2008,USA,N,2000.0
1218,2008,USA,N,2000.0
1220,2008,USA,N,2000.0
1221,2008,USA,N,2000.0
1222,2008,USA,N,2000.0
1223,2008,AUSTRALIA,N,2000.0
1224,2008,SOUTH AFRICA,N,2000.0
1225,2008,PANAMA,N,2000.0
1226,2008,MEXICO,N,2000.0
1227,2008,USA,N,2000.0
1228,2008,USA,N,2000.0
1229,2008,USA,N,2000.0
1230,2008,USA,N,2000.0
1231,2008,USA,N,2000.0
1232,2008,USA,N,2000.0
1233,2008,USA,N,2000.0
1234,2008,EGYPT,N,2000.0
1236,2008,USA,N,2000.0
1237,2008,USA,N,2000.0
1238,2008,USA,N,2000.0
1239,2008,UNITED KINGDOM,N,2000.0
1241,2008,BAHAMAS,N,2000.0
1242,2008,SOUTH AFRICA,N,2000.0
1243,2008,SOUTH AFRICA,N,2000.0
1244,2008,USA,N,2000.0
1245,2008,USA,N,2000.0
1246,2008,BRAZIL,N,2000.0
1247,2008,USA,N,2000.0
1248,2008,USA,N,2000.0
1249,2008,BRAZIL,N,2000.0
1250,2008,USA,N,2000.0
1251,2008,SCOTLAND,N,2000.0
1252,2008,USA,N,2000.0
1253,2008,BRAZIL,N,2000.0
1254,2008,USA,N,2000.0
1255,2008,BAHAMAS,N,2000.0
1256,2008,MEXICO,N,2000.0
1257,2008,MEXICO,Y,2000.0
1258,2008,FIJI,Y,2000.0
1259,2008,AUSTRALIA,N,2000.0
1260,2008,NEW CALEDONIA,N,2000.0
1261,2008,USA,N,2000.0
1262,2008,SOUTH AFRICA,N,2000.0
1263,2008,MEXICO,Y,2000.0
1264,2008,USA,N,2000.0
1265,2008,USA,N,2000.0
1266,2008,NEW CALEDONIA,N,2000.0
1267,2008,USA,N,2000.0
1268,2008,USA,Y,2000.0
1269,2008,USA,N,2000.0
1270,2008,AUSTRALIA,UNKNOWN,2000.0
1274,2008,USA,N,2000.0
1275,2008,FIJI,N,2000.0
1276,2008,USA,N,2000.0
1277,2008,USA,N,2000.0
1278,2008,AUSTRALIA,Y,2000.0
1279,2008,USA,N,2000.0
1280,2008,SOUTH AFRICA,N,2000.0
1281,2008,USA,N,2000.0
1282,2008,USA,N,2000.0
1283,2008,USA,N,2000.0
1284,2008,USA,N,2000.0
1285,2008,USA,N,2000.0
1286,2008,USA,N,2000.0
1287,2008,BAHAMAS,Y,2000.0
1288,2008,FRENCH POLYNESIA,N,2000.0
1289,2008,USA,N,2000.0
1290,2008,AUSTRALIA,N,2000.0
1291,2008,USA,N,2000.0
1293,2008,SOUTH AFRICA,N,2000.0
1294,2008,AUSTRALIA,N,2000.0
1296,2008,NEW ZEALAND,N,2000.0
1297,2008,USA,N,2000.0
1298,2008,USA,N,2000.0
1299,2008,MEXICO,N,2000.0
1300,2007,ECUADOR,N,2000.0
1302,2007,AUSTRALIA,N,2000.0
1303,2007,AUSTRALIA,N,2000.0
1305,2007,USA,N,2000.0
1306,2007,NEW ZEALAND,N,2000.0
1307,2007,BRAZIL,N,2000.0
1308,2007,AUSTRALIA,N,2000.0
1309,2007,AUSTRALIA,N,2000.0
1310,2007,SOUTH AFRICA,N,2000.0
1311,2007,USA,N,2000.0
1312,2007,USA,N,2000.0
1313,2007,SOUTH AFRICA,N,2000.0
1315,2007,USA,N,2000.0
1316,2007,AUSTRALIA,N,2000.0
1317,2007,AUSTRALIA,N,2000.0
1318,2007,USA,N,2000.0
1319,2007,USA,N,2000.0
1320,2007,USA,N,2000.0
1321,2007,PHILIPPINES,Y,2000.0
1322,2007,NEW CALEDONIA,Y,2000.0
1323,2007,BAHAMAS,N,2000.0
1324,2007,USA,N,2000.0
1325,2007,EGYPT,N,2000.0
1327,2007,USA,N,2000.0
1328,2007,USA,N,2000.0
1329,2007,SOLOMON ISLANDS,N,2000.0
1330,2007,USA,N,2000.0
1331,2007,USA,N,2000.0
1332,2007,USA,N,2000.0
1333,2007,USA,N,2000.0
1334,2007,USA,N,2000.0
1335,2007,USA,N,2000.0
1336,2007,USA,N,2000.0
1337,2007,USA,N,2000.0
1338,2007,USA,N,2000.0
1339,2007,USA,N,2000.0
1340,2007,USA,N,2000.0
1341,2007,USA,N,2000.0
1342,2007,USA,N,2000.0
1343,2007,USA,N,2000.0
1344,2007,USA,N,2000.0
1345,2007,USA,N,2000.0
1346,2007,USA,N,2000.0
1347,2007,USA,N,2000.0
1348,2007,USA,N,2000.0
1349,2007,USA,N,2000.0
1350,2007,USA,N,2000.0
1351,2007,USA,N,2000.0
1352,2007,USA,N,2000.0
1353,2007,USA,N,2000.0
1354,2007,USA,N,2000.0
1355,2007,USA,N,2000.0
1356,2007,USA,N,2000.0
1357,2007,USA,N,2000.0
1358,2007,AUSTRALIA,N,2000.0
1359,2007,USA,N,2000.0
1360,2007,NORWAY,N,2000.0
1362,2007,USA,N,2000.0
1363,2007,BAHAMAS,N,2000.0
1364,2007,USA,N,2000.0
1365,2007,REUNION,N,2000.0
1367,2007,USA,N,2000.0
1368,2007,USA,N,2000.0
1369,2007,USA,N,2000.0
1370,2007,USA,N,2000.0
1372,2007,USA,N,2000.0
1373,2007,AUSTRALIA,N,2000.0
1374,2007,USA,N,2000.0
1375,2007,USA,N,2000.0
1376,2007,ENGLAND,N,2000.0
1377,2007,AUSTRALIA,N,2000.0
1378,2007,AUSTRALIA,N,2000.0
1379,2007,USA,N,2000.0
1380,2007,SEYCHELLES,N,2000.0
1382,2007,USA,N,2000.0
1383,2007,USA,N,2000.0
1384,2007,TURKS & CAICOS,Y,2000.0
1385,2007,BAHAMAS,N,2000.0
1386,2007,AUSTRALIA,N,2000.0
1387,2007,USA,N,2000.0
1388,2007,USA,N,2000.0
1389,2007,USA,N,2000.0
1390,2007,NEW CALEDONIA,N,2000.0
1391,2007,USA,N,2000.0
1392,2007,USA,N,2000.0
1393,2007,USA,N,2000.0
1394,2007,YEMEN,Y,2000.0
1395,2007,USA,N,2000.0
1396,2007,AUSTRALIA,N,2000.0
1397,2007,USA,N,2000.0
1398,2007,AUSTRALIA,N,2000.0
1399,2007,USA,N,2000.0
1400,2007,NEW ZEALAND,N,2000.0
1402,2007,AUSTRALIA,N,2000.0
1403,2007,NEW CALEDONIA,N,2000.0
1404,2007,NEW CALEDONIA,N,2000.0
1405,2007,USA,N,2000.0
1406,2007,AUSTRALIA,N,2000.0
1408,2007,SOUTH AFRICA,Y,2000.0
1409,2007,AUSTRALIA,N,2000.0
1411,2007,USA,N,2000.0
1412,2006,AUSTRALIA,N,2000.0
1413,2006,NEW ZEALAND,N,2000.0
1414,2006,USA,N,2000.0
1415,2006,SOUTH AFRICA,N,2000.0
1416,2006,AUSTRALIA,N,2000.0
1417,2006,PHILIPPINES,Y,2000.0
1418,2006,USA,N,2000.0
1419,2006,SOUTH AFRICA,N,2000.0
1420,2006,USA,N,2000.0
1421,2006,USA,N,2000.0
1422,2006,USA,N,2000.0
1423,2006,USA,N,2000.0
1424,2006,USA,N,2000.0
1425,2006,BAHAMAS,N,2000.0
1426,2006,GULF OF ADEN,Y,2000.0
1428,2006,USA,N,2000.0
1429,2006,USA,N,2000.0
1430,2006,USA,N,2000.0
1431,2006,USA,N,2000.0
1432,2006,USA,N,2000.0
1434,2006,BRAZIL,Y,2000.0
1435,2006,USA,N,2000.0
1436,2006,USA,N,2000.0
1437,2006,SOUTH AFRICA,N,2000.0
1438,2006,USA,N,2000.0
1439,2006,AUSTRALIA,N,2000.0
1440,2006,REUNION,N,2000.0
1443,2006,ITALY,Y,2000.0
1444,2006,REUNION,Y,2000.0
1445,2006,SOUTH AFRICA,N,2000.0
1446,2006,SOUTH AFRICA,N,2000.0
1447,2006,USA,N,2000.0
1448,2006,REUNION,N,2000.0
1449,2006,USA,N,2000.0
1450,2006,USA,N,2000.0
1451,2006,USA,N,2000.0
1452,2006,USA,N,2000.0
1453,2006,SOUTH AFRICA,N,2000.0
1454,2006,USA,N,2000.0
1455,2006,USA,N,2000.0
1457,2006,USA,N,2000.0
1459,2006,USA,N,2000.0
1460,2006,BRAZIL,Y,2000.0
1461,2006,USA,N,2000.0
1462,2006,USA,N,2000.0
1463,2006,USA,N,2000.0
1464,2006,USA,N,2000.0
1465,2006,USA,N,2000.0
1466,2006,USA,N,2000.0
1467,2006,USA,N,2000.0
1468,2006,USA,N,2000.0
1469,2006,BAHAMAS,N,2000.0
1470,2006,USA,N,2000.0
1471,2006,BRAZIL,Y,2000.0
1472,2006,USA,N,2000.0
1473,2006,USA,N,2000.0
1474,2006,USA,N,2000.0
1475,2006,AUSTRALIA,N,2000.0
1476,2006,USA,N,2000.0
1477,2006,USA,N,2000.0
1478,2006,USA,N,2000.0
1479,2006,USA,N,2000.0
1480,2006,BRAZIL,N,2000.0
1481,2006,USA,N,2000.0
1482,2006,USA,N,2000.0
1483,2006,USA,N,2000.0
1484,2006,AUSTRALIA,N,2000.0
1486,2006,USA,N,2000.0
1487,2006,USA,N,2000.0
1488,2006,USA,N,2000.0
1489,2006,AUSTRALIA,N,2000.0
1490,2006,SOUTH AFRICA,N,2000.0
1491,2006,BRAZIL,N,2000.0
1492,2006,USA,N,2000.0
1493,2006,SIERRA LEONE,Y,2000.0
1494,2006,USA,N,2000.0
1496,2006,FIJI,N,2000.0
1497,2006,AUSTRALIA,N,2000.0
1498,2006,USA,N,2000.0
1500,2006,AUSTRALIA,N,2000.0
1501,2006,AUSTRALIA,N,2000.0
1502,2006,AUSTRALIA,N,2000.0
1503,2006,SOUTH AFRICA,N,2000.0
1504,2006,TONGA,Y,2000.0
1505,2006,USA,N,2000.0
1506,2006,ATLANTIC OCEAN,N,2000.0
1507,2006,SOUTH AFRICA,N,2000.0
1508,2006,ATLANTIC OCEAN,N,2000.0
1509,2006,USA,N,2000.0
1510,2006,AUSTRALIA,N,2000.0
1512,2006,AUSTRALIA,Y,2000.0
1513,2006,USA,N,2000.0
1514,2006,SOUTH AFRICA,N,2000.0
1515,2005,USA,N,2000.0
1516,2005,USA,N,2000.0
1517,2005,ATLANTIC OCEAN,N,2000.0
1518,2005,AUSTRALIA,N,2000.0
1519,2005,AUSTRALIA,N,2000.0
1520,2005,USA,N,2000.0
1521,2005,USA,N,2000.0
1522,2005,AUSTRALIA,N,2000.0
1523,2005,AUSTRALIA,N,2000.0
1524,2005,SOUTH AFRICA,N,2000.0
1525,2005,NEW CALEDONIA,N,2000.0
1526,2005,USA,N,2000.0
1527,2005,USA,N,2000.0
1528,2005,NEW CALEDONIA,N,2000.0
1529,2005,SOUTH AFRICA,N,2000.0
1530,2005,USA,N,2000.0
1531,2005,USA,N,2000.0
1532,2005,USA,N,2000.0
1533,2005,USA,N,2000.0
1534,2005,ST. MARTIN,N,2000.0
1535,2005,SOUTH AFRICA,N,2000.0
1536,2005,USA,N,2000.0
1537,2005,USA,N,2000.0
1538,2005,USA,N,2000.0
1539,2005,USA,N,2000.0
1540,2005,GRAND CAYMAN,N,2000.0
1541,2005,USA,N,2000.0
1542,2005,BAHAMAS,N,2000.0
1543,2005,SOUTH AFRICA,N,2000.0
1544,2005,AUSTRALIA,N,2000.0
1545,2005,AUSTRALIA,N,2000.0
1546,2005,AUSTRALIA,N,2000.0
1548,2005,USA,N,2000.0
1549,2005,USA,Y,2000.0
1550,2005,AUSTRALIA,N,2000.0
1551,2005,USA,N,2000.0
1552,2005,AUSTRALIA,N,2000.0
1553,2005,USA,N,2000.0
1554,2005,THAILAND,Y,2000.0
1555,2005,AUSTRALIA,Y,2000.0
1556,2005,USA,N,2000.0
1558,2005,USA,N,2000.0
1559,2005,USA,N,2000.0
1561,2005,USA,N,2000.0
1562,2005,USA,N,2000.0
1564,2005,USA,N,2000.0
1565,2005,USA,N,2000.0
1568,2005,CHINA,N,2000.0
1570,2005,USA,N,2000.0
1571,2005,USA,N,2000.0
1572,2005,USA,N,2000.0
1573,2005,USA,N,2000.0
1574,2005,USA,Y,2000.0
1575,2005,VANUATU,Y,2000.0
1576,2005,MEXICO,N,2000.0
1578,2005,USA,N,2000.0
1579,2005,SOUTH KOREA,N,2000.0
1580,2005,USA,N,2000.0
1582,2005,SOUTH AFRICA,Y,2000.0
1583,2005,USA,N,2000.0
1584,2005,USA,N,2000.0
1585,2005,USA,N,2000.0
1586,2005,SOUTH AFRICA,N,2000.0
1587,2005,AUSTRALIA,N,2000.0
1588,2005,USA,N,2000.0
1589,2005,MADAGASCAR,N,2000.0
1590,2005,USA,N,2000.0
1591,2005,USA,N,2000.0
1592,2005,AUSTRALIA,N,2000.0
1593,2005,AUSTRALIA,N,2000.0
1594,2005,AUSTRALIA,N,2000.0
1595,2005,AUSTRALIA,N,2000.0
1596,2005,USA,N,2000.0
1598,2005,USA,N,2000.0
1599,2005,USA,N,2000.0
1601,2005,SOUTH AFRICA,N,2000.0
1602,2005,AUSTRALIA,N,2000.0
1603,2005,VENEZUELA,N,2000.0
1604,2005,AUSTRALIA,Y,2000.0
1605,2005,USA,N,2000.0
1607,2005,NEW ZEALAND,N,2000.0
1608,2005,SOLOMON ISLANDS,N,2000.0
1609,2005,AUSTRALIA,N,2000.0
1610,2005,USA,N,2000.0
1611,2005,USA,N,2000.0
1612,2005,USA,N,2000.0
1613,2005,BRAZIL,N,2000.0
1614,2005,CUBA,N,2000.0
1615,2005,AUSTRALIA,N,2000.0
1616,2005,AUSTRALIA,N,2000.0
1617,2005,NEW ZEALAND,N,2000.0
1619,2004,AUSTRALIA,Y,2000.0
1620,2004,AUSTRALIA,Y,2000.0
1621,2004,SOUTH AFRICA,N,2000.0
1622,2004,SOUTH AFRICA,N,2000.0
1623,2004,SOUTH AFRICA,Y,2000.0
1624,2004,USA,N,2000.0
1625,2004,VANUATU,N,2000.0
1626,2004,NEW CALEDONIA,N,2000.0
1627,2004,CUBA,N,2000.0
1629,2004,SOUTH AFRICA,N,2000.0
1630,2004,AUSTRALIA,N,2000.0
1631,2004,USA,N,2000.0
1632,2004,USA,N,2000.0
1633,2004,SOUTH AFRICA,N,2000.0
1634,2004,REUNION,N,2000.0
1635,2004,USA,N,2000.0
1636,2004,USA,N,2000.0
1637,2004,AUSTRALIA,N,2000.0
1638,2004,USA,N,2000.0
1640,2004,BRAZIL,Y,2000.0
1641,2004,USA,N,2000.0
1642,2004,USA,N,2000.0
1643,2004,BRAZIL,N,2000.0
1644,2004,USA,N,2000.0
1645,2004,USA,Y,2000.0
1646,2004,USA,N,2000.0
